Entity,Code,Day,"Excess mortality P-scores, all ages"
Czechia,CZE,2020-07-12,0.55
Czechia,CZE,2020-07-19,-0.24
Czechia,CZE,2020-07-26,2.91
Czechia,CZE,2020-08-02,9.39
Czechia,CZE,2020-08-09,7.24
Czechia,CZE,2020-08-16,6.37
Czechia,CZE,2020-08-23,7.24
Czechia,CZE,2020-08-30,3.92
Czechia,CZE,2020-09-06,4.09
Czechia,CZE,2020-09-13,6.57
Czechia,CZE,2020-09-20,11.68
Czechia,CZE,2020-09-27,18.52
Czechia,CZE,2020-10-04,13.28
Czechia,CZE,2020-10-11,23.68
Czechia,CZE,2020-10-18,42.13
Czechia,CZE,2020-10-25,75.39
Czechia,CZE,2020-11-01,105.54
Czechia,CZE,2020-11-08,108.07
Czechia,CZE,2020-11-15,84.55
Czechia,CZE,2020-11-22,63.92
Czechia,CZE,2020-11-29,51.64
Czechia,CZE,2020-12-06,46.32
Czechia,CZE,2020-12-13,43.69
Czechia,CZE,2020-12-20,45.85
Czechia,CZE,2020-12-27,42.97
Czechia,CZE,2021-01-03,55.6
Czechia,CZE,2021-01-10,60.27
Czechia,CZE,2021-01-17,58.54
Czechia,CZE,2021-01-24,48.85
Czechia,CZE,2021-01-31,41.86
Czechia,CZE,2021-02-07,34.98
Czechia,CZE,2021-02-14,37.33
Czechia,CZE,2021-02-21,38.06
Czechia,CZE,2021-02-28,43.06
Czechia,CZE,2021-03-07,56.83
Czechia,CZE,2021-03-14,62.17
Czechia,CZE,2021-03-21,55.96
Denmark,DNK,2020-01-05,-0.39
Denmark,DNK,2020-01-12,3.14
Denmark,DNK,2020-01-19,-2.85
Denmark,DNK,2020-01-26,-6.09
Denmark,DNK,2020-02-02,-4.8
Denmark,DNK,2020-02-09,-5.25
Denmark,DNK,2020-02-16,-9.29
Denmark,DNK,2020-02-23,-10.57
Denmark,DNK,2020-03-01,-13.31
Denmark,DNK,2020-03-08,-9.29
Denmark,DNK,2020-03-15,-7.96
Denmark,DNK,2020-03-22,1.59
Denmark,DNK,2020-03-29,2.47
Denmark,DNK,2020-04-05,9.51
Denmark,DNK,2020-04-12,6.96
Denmark,DNK,2020-04-19,5.13
Denmark,DNK,2020-04-26,10.46
Denmark,DNK,2020-05-03,1.28
Denmark,DNK,2020-05-10,1.3
Denmark,DNK,2020-05-17,-2.24
Denmark,DNK,2020-05-24,2.66
Denmark,DNK,2020-05-31,-0.12
Denmark,DNK,2020-06-07,-0.97
Denmark,DNK,2020-06-14,2.67
Denmark,DNK,2020-06-21,-2.25
Denmark,DNK,2020-06-28,5.83
Denmark,DNK,2020-07-05,5.67
Denmark,DNK,2020-07-12,1.51
Denmark,DNK,2020-07-19,7.1
Denmark,DNK,2020-07-26,-3.59
Denmark,DNK,2020-08-02,1.78
Denmark,DNK,2020-08-09,0.06
Denmark,DNK,2020-08-16,5.17
Denmark,DNK,2020-08-23,2.66
Denmark,DNK,2020-08-30,1.28
Denmark,DNK,2020-09-06,4.56
Denmark,DNK,2020-09-13,3.56
Denmark,DNK,2020-09-20,12.1
Denmark,DNK,2020-09-27,-0.51
Denmark,DNK,2020-10-04,2.64
Denmark,DNK,2020-10-11,-5.42
Denmark,DNK,2020-10-18,2.56
Denmark,DNK,2020-10-25,11.4
Denmark,DNK,2020-11-01,-0.77
Denmark,DNK,2020-11-08,2.97
Denmark,DNK,2020-11-15,7.74
Denmark,DNK,2020-11-22,6.16
Denmark,DNK,2020-11-29,5.3
Denmark,DNK,2020-12-06,2.24
Denmark,DNK,2020-12-13,2.28
Denmark,DNK,2020-12-20,20.55
Denmark,DNK,2020-12-27,13.89
Denmark,DNK,2021-01-03,18.02
Denmark,DNK,2021-01-10,9.86
Denmark,DNK,2021-01-17,8.79
Denmark,DNK,2021-01-24,15.11
Denmark,DNK,2021-01-31,10.55
Denmark,DNK,2021-02-07,4.86
Denmark,DNK,2021-02-14,-2.35
Denmark,DNK,2021-02-21,-9.11
Denmark,DNK,2021-02-28,-16.19
Denmark,DNK,2021-03-07,-17.63
Denmark,DNK,2021-03-14,-10.14
Denmark,DNK,2021-03-21,-16.59
Denmark,DNK,2021-03-28,-8.31
Denmark,DNK,2021-04-04,-10.52
Denmark,DNK,2021-04-11,-8.49
Denmark,DNK,2021-04-18,-4.64
Ecuador,ECU,2020-01-05,-2.03
Ecuador,ECU,2020-01-12,12
Ecuador,ECU,2020-01-19,9.34
Ecuador,ECU,2020-01-26,6.38
Ecuador,ECU,2020-02-02,0.1
Ecuador,ECU,2020-02-09,2.29
Ecuador,ECU,2020-02-16,7.82
Ecuador,ECU,2020-02-23,5.8
Ecuador,ECU,2020-03-01,10.2
Ecuador,ECU,2020-03-08,-1.64
Ecuador,ECU,2020-03-15,2.61
Ecuador,ECU,2020-03-22,8.67
Ecuador,ECU,2020-03-29,169.94
Ecuador,ECU,2020-04-05,409.4
Ecuador,ECU,2020-04-12,323.23
Ecuador,ECU,2020-04-19,225.96
Ecuador,ECU,2020-04-26,157.21
Ecuador,ECU,2020-05-03,104.85
Ecuador,ECU,2020-05-10,96.96
Ecuador,ECU,2020-05-17,70.04
Ecuador,ECU,2020-05-24,60.65
Ecuador,ECU,2020-05-31,57.25
Ecuador,ECU,2020-06-07,53.54
Ecuador,ECU,2020-06-14,64.45
Ecuador,ECU,2020-06-21,58.75
Ecuador,ECU,2020-06-28,59.17
Ecuador,ECU,2020-07-05,65.82
Ecuador,ECU,2020-07-12,85.01
Ecuador,ECU,2020-07-19,91.41
Ecuador,ECU,2020-07-26,97.94
Ecuador,ECU,2020-08-02,91.21
Ecuador,ECU,2020-08-09,87.15
Ecuador,ECU,2020-08-16,77.76
Ecuador,ECU,2020-08-23,68.86
Ecuador,ECU,2020-08-30,52.14
Ecuador,ECU,2020-09-06,56.85
Ecuador,ECU,2020-09-13,49.27
Ecuador,ECU,2020-09-20,44.88
Ecuador,ECU,2020-09-27,36.17
Ecuador,ECU,2020-10-04,27.6
Ecuador,ECU,2020-10-11,40.4
Ecuador,ECU,2020-10-18,31.95
Ecuador,ECU,2020-10-25,35.43
Ecuador,ECU,2020-11-01,26.23
Ecuador,ECU,2020-11-08,23.16
Ecuador,ECU,2020-11-15,33.47
Ecuador,ECU,2020-11-22,39.07
Ecuador,ECU,2020-11-29,30.76
Ecuador,ECU,2020-12-06,34.5
Ecuador,ECU,2020-12-13,22.67
Ecuador,ECU,2020-12-20,29.34
Ecuador,ECU,2020-12-27,32.45
Ecuador,ECU,2021-01-03,42.21
Ecuador,ECU,2021-01-10,42.51
Ecuador,ECU,2021-01-17,56.39
Ecuador,ECU,2021-01-24,67.63
Ecuador,ECU,2021-01-31,58.18
Ecuador,ECU,2021-02-07,62.02
Ecuador,ECU,2021-02-14,57.14
Ecuador,ECU,2021-02-21,59.54
Ecuador,ECU,2021-02-28,62.1
Ecuador,ECU,2021-03-07,57.38
Ecuador,ECU,2021-03-14,62.5
Ecuador,ECU,2021-03-21,80.66
Ecuador,ECU,2021-03-28,91.74
Ecuador,ECU,2021-04-04,100.42
Ecuador,ECU,2021-04-11,108.11
Ecuador,ECU,2021-04-18,96.67
Egypt,EGY,2020-01-31,-2.61
Egypt,EGY,2020-02-29,3.32
Egypt,EGY,2020-03-31,5.02
Egypt,EGY,2020-04-30,-0.37
Egypt,EGY,2020-05-31,29.36
Egypt,EGY,2020-06-30,82.72
Egypt,EGY,2020-07-31,29.32
Egypt,EGY,2020-08-31,12.62
Egypt,EGY,2020-09-30,15.93
Egypt,EGY,2020-10-31,7.12
Egypt,EGY,2020-11-30,14.93
El Salvador,SLV,2020-01-31,-2.02
El Salvador,SLV,2020-02-29,-0.08
El Salvador,SLV,2020-03-31,-13.21
El Salvador,SLV,2020-04-30,-17.1
El Salvador,SLV,2020-05-31,-7.02
El Salvador,SLV,2020-06-30,64.17
El Salvador,SLV,2020-07-31,132.11
El Salvador,SLV,2020-08-31,40.04
England & Wales,,2020-01-05,0.44
England & Wales,,2020-01-12,1.7
England & Wales,,2020-01-19,-1.68
England & Wales,,2020-01-26,-7.11
England & Wales,,2020-02-02,-4.83
England & Wales,,2020-02-09,-7.86
England & Wales,,2020-02-16,-5.82
England & Wales,,2020-02-23,-6.1
England & Wales,,2020-03-01,-3.26
England & Wales,,2020-03-08,-5.19
England & Wales,,2020-03-15,-1.66
England & Wales,,2020-03-22,0.75
England & Wales,,2020-03-29,10.08
England & Wales,,2020-04-05,59.04
England & Wales,,2020-04-12,76.05
England & Wales,,2020-04-19,113.07
England & Wales,,2020-04-26,110.37
England & Wales,,2020-05-03,80.73
England & Wales,,2020-05-10,32.22
England & Wales,,2020-05-17,43.03
England & Wales,,2020-05-24,23.65
England & Wales,,2020-05-31,20.21
England & Wales,,2020-06-07,7.37
England & Wales,,2020-06-14,5.94
England & Wales,,2020-06-21,-0.67
England & Wales,,2020-06-28,-3.38
England & Wales,,2020-07-05,-0.47
England & Wales,,2020-07-12,-6.05
England & Wales,,2020-07-19,-2.96
England & Wales,,2020-07-26,-1.77
England & Wales,,2020-08-02,-0.96
England & Wales,,2020-08-09,-1.7
England & Wales,,2020-08-16,3.36
England & Wales,,2020-08-23,5.16
England & Wales,,2020-08-30,9.62
England & Wales,,2020-09-06,-15.71
England & Wales,,2020-09-13,5.42
England & Wales,,2020-09-20,2.78
England & Wales,,2020-09-27,2.76
England & Wales,,2020-10-04,4.08
England & Wales,,2020-10-11,1.46
England & Wales,,2020-10-18,6.78
England & Wales,,2020-10-25,10.04
England & Wales,,2020-11-01,10.15
England & Wales,,2020-11-08,14.36
England & Wales,,2020-11-15,18.41
England & Wales,,2020-11-22,20.8
England & Wales,,2020-11-29,20.27
England & Wales,,2020-12-06,15.05
England & Wales,,2020-12-13,14.37
England & Wales,,2020-12-20,12.69
England & Wales,,2020-12-27,44.81
England & Wales,,2021-01-03,26.57
England & Wales,,2021-01-10,45.51
England & Wales,,2021-01-17,30.53
England & Wales,,2021-01-24,41.35
England & Wales,,2021-01-31,44.58
England & Wales,,2021-02-07,40.9
England & Wales,,2021-02-14,28.8
England & Wales,,2021-02-21,18.79
England & Wales,,2021-02-28,9.27
England & Wales,,2021-03-07,3.69
England & Wales,,2021-03-14,-4.37
England & Wales,,2021-03-21,-7.96
England & Wales,,2021-03-28,-4.94
England & Wales,,2021-04-04,-18.98
England & Wales,,2021-04-11,-11.7
England & Wales,,2021-04-18,-13.49
Estonia,EST,2020-01-05,-13.61
Estonia,EST,2020-01-12,-4
Estonia,EST,2020-01-19,-4.17
Estonia,EST,2020-01-26,-10.61
Estonia,EST,2020-02-02,-9.01
Estonia,EST,2020-02-09,-19.01
Estonia,EST,2020-02-16,0.12
Estonia,EST,2020-02-23,-1.36
Estonia,EST,2020-03-01,-5.82
Estonia,EST,2020-03-08,-12.38
Estonia,EST,2020-03-15,5.38
Estonia,EST,2020-03-22,0.06
Estonia,EST,2020-03-29,3.54
Estonia,EST,2020-04-05,4.28
Estonia,EST,2020-04-12,4.28
Estonia,EST,2020-04-19,4.54
Estonia,EST,2020-04-26,14.31
Estonia,EST,2020-05-03,6.43
Estonia,EST,2020-05-10,9.87
Estonia,EST,2020-05-17,-4.33
Estonia,EST,2020-05-24,-3
Estonia,EST,2020-05-31,10.42
Estonia,EST,2020-06-07,-2.36
Estonia,EST,2020-06-14,3.42
Estonia,EST,2020-06-21,1.84
Estonia,EST,2020-06-28,11.49
Estonia,EST,2020-07-05,3.36
Estonia,EST,2020-07-12,3.99
Estonia,EST,2020-07-19,4.81
Estonia,EST,2020-07-26,5.84
Estonia,EST,2020-08-02,14.55
Estonia,EST,2020-08-09,3.07
Estonia,EST,2020-08-16,6.76
Estonia,EST,2020-08-23,-0.08
Estonia,EST,2020-08-30,10.21
Estonia,EST,2020-09-06,6.85
Estonia,EST,2020-09-13,-5.72
Estonia,EST,2020-09-20,11.86
Estonia,EST,2020-09-27,15.84
Estonia,EST,2020-10-04,6
Estonia,EST,2020-10-11,-3.29
Estonia,EST,2020-10-18,7.39
Estonia,EST,2020-10-25,4.53
Estonia,EST,2020-11-01,-8.29
Estonia,EST,2020-11-08,3.65
Estonia,EST,2020-11-15,0.69
Estonia,EST,2020-11-22,13.68
Estonia,EST,2020-11-29,15.78
Estonia,EST,2020-12-06,15.8
Estonia,EST,2020-12-13,15.69
Estonia,EST,2020-12-20,10.57
Estonia,EST,2020-12-27,14.19
Estonia,EST,2021-01-03,18
Estonia,EST,2021-01-10,9.95
Estonia,EST,2021-01-17,13.98
Estonia,EST,2021-01-24,22.13
Estonia,EST,2021-01-31,4.89
Estonia,EST,2021-02-07,3.06
Estonia,EST,2021-02-14,10.04
Estonia,EST,2021-02-21,7.28
Estonia,EST,2021-02-28,18.72
Estonia,EST,2021-03-07,25.37
Estonia,EST,2021-03-14,25.3
Estonia,EST,2021-03-21,30.1
Estonia,EST,2021-03-28,27.33
Estonia,EST,2021-04-04,29.42
Estonia,EST,2021-04-11,31.35
Estonia,EST,2021-04-18,25
Estonia,EST,2021-04-25,16.9
Finland,FIN,2020-01-05,-10.14
Finland,FIN,2020-01-12,-9.44
Finland,FIN,2020-01-19,-9.5
Finland,FIN,2020-01-26,-7.74
Finland,FIN,2020-02-02,-5.59
Finland,FIN,2020-02-09,-0.71
Finland,FIN,2020-02-16,-0.07
Finland,FIN,2020-02-23,-0.38
Finland,FIN,2020-03-01,-6.27
Finland,FIN,2020-03-08,0.31
Finland,FIN,2020-03-15,0.2
Finland,FIN,2020-03-22,3.16
Finland,FIN,2020-03-29,4.14
Finland,FIN,2020-04-05,3.06
Finland,FIN,2020-04-12,12.76
Finland,FIN,2020-04-19,3.42
Finland,FIN,2020-04-26,12.47
Finland,FIN,2020-05-03,8.98
Finland,FIN,2020-05-10,8.33
Finland,FIN,2020-05-17,13.72
Finland,FIN,2020-05-24,-0.17
Finland,FIN,2020-05-31,4.17
Finland,FIN,2020-06-07,1.84
Finland,FIN,2020-06-14,5.58
Finland,FIN,2020-06-21,10.44
Finland,FIN,2020-06-28,7.41
Finland,FIN,2020-07-05,5.31
Finland,FIN,2020-07-12,0.11
Finland,FIN,2020-07-19,6.4
Finland,FIN,2020-07-26,-0.97
Finland,FIN,2020-08-02,4.62
Finland,FIN,2020-08-09,3.16
Finland,FIN,2020-08-16,2.8
Finland,FIN,2020-08-23,5.99
Finland,FIN,2020-08-30,2.7
Finland,FIN,2020-09-06,1.22
Finland,FIN,2020-09-13,16.48
Finland,FIN,2020-09-20,6.02
Finland,FIN,2020-09-27,9.91
Finland,FIN,2020-10-04,-3.88
Finland,FIN,2020-10-11,-3.79
Finland,FIN,2020-10-18,5.77
Finland,FIN,2020-10-25,3.4
Finland,FIN,2020-11-01,9.63
Finland,FIN,2020-11-08,3.41
Finland,FIN,2020-11-15,3.04
Finland,FIN,2020-11-22,9.36
Finland,FIN,2020-11-29,7.3
Finland,FIN,2020-12-06,5.77
Finland,FIN,2020-12-13,4.28
Finland,FIN,2020-12-20,5.5
Finland,FIN,2020-12-27,-2.87
Finland,FIN,2021-01-03,1
Finland,FIN,2021-01-10,-5.68
Finland,FIN,2021-01-17,-5.03
Finland,FIN,2021-01-24,2.61
Finland,FIN,2021-01-31,2.2
Finland,FIN,2021-02-07,-3.57
Finland,FIN,2021-02-14,-6.06
Finland,FIN,2021-02-21,4.93
Finland,FIN,2021-02-28,2.36
Finland,FIN,2021-03-07,-4.03
Finland,FIN,2021-03-14,-6.4
Finland,FIN,2021-03-21,-3.06
Finland,FIN,2021-03-28,-7.87
Finland,FIN,2021-04-04,-4.32
Finland,FIN,2021-04-11,-8.82
France,FRA,2020-01-05,-5.27
France,FRA,2020-01-12,-2.68
France,FRA,2020-01-19,-4.63
France,FRA,2020-01-26,-5.66
France,FRA,2020-02-02,-4.06
France,FRA,2020-02-09,-5.93
France,FRA,2020-02-16,-5.86
France,FRA,2020-02-23,-8.21
France,FRA,2020-03-01,-6.81
France,FRA,2020-03-08,-3.84
France,FRA,2020-03-15,4.3
France,FRA,2020-03-22,18.68
France,FRA,2020-03-29,39.04
France,FRA,2020-04-05,65.24
France,FRA,2020-04-12,57.18
France,FRA,2020-04-19,39.61
France,FRA,2020-04-26,17.44
France,FRA,2020-05-03,4.48
France,FRA,2020-05-10,3.67
France,FRA,2020-05-17,2.11
France,FRA,2020-05-24,5.56
France,FRA,2020-05-31,1.64
France,FRA,2020-06-07,1.81
France,FRA,2020-06-14,2.64
France,FRA,2020-06-21,0.59
France,FRA,2020-06-28,6.98
France,FRA,2020-07-05,-6.76
France,FRA,2020-07-12,0.95
France,FRA,2020-07-19,-3.02
France,FRA,2020-07-26,1.01
France,FRA,2020-08-02,6.98
France,FRA,2020-08-09,4.77
France,FRA,2020-08-16,17.4
France,FRA,2020-08-23,1.88
France,FRA,2020-08-30,2.15
France,FRA,2020-09-06,5.4
France,FRA,2020-09-13,8.14
France,FRA,2020-09-20,10.99
France,FRA,2020-09-27,2.25
France,FRA,2020-10-04,9.03
France,FRA,2020-10-11,6.22
France,FRA,2020-10-18,10.49
France,FRA,2020-10-25,22.69
France,FRA,2020-11-01,30.78
France,FRA,2020-11-08,38.26
France,FRA,2020-11-15,36.85
France,FRA,2020-11-22,31.26
France,FRA,2020-11-29,27.24
France,FRA,2020-12-06,24.51
France,FRA,2020-12-13,21.25
France,FRA,2020-12-20,14.63
France,FRA,2020-12-27,9.37
France,FRA,2021-01-03,13.84
France,FRA,2021-01-10,8.96
France,FRA,2021-01-17,7.72
France,FRA,2021-01-24,14.37
France,FRA,2021-01-31,12.86
France,FRA,2021-02-07,10.23
France,FRA,2021-02-14,7.11
France,FRA,2021-02-21,8.12
France,FRA,2021-02-28,2.92
France,FRA,2021-03-07,-0.26
France,FRA,2021-03-14,0.71
France,FRA,2021-03-21,6.58
France,FRA,2021-03-28,6.35
France,FRA,2021-04-04,10.13
France,FRA,2021-04-11,6.4
Georgia,GEO,2020-01-31,-3.84
Georgia,GEO,2020-02-29,0.76
Georgia,GEO,2020-03-31,-8.61
Georgia,GEO,2020-04-30,-11.43
Georgia,GEO,2020-05-31,-4.63
Georgia,GEO,2020-06-30,-4.88
Georgia,GEO,2020-07-31,2.08
Georgia,GEO,2020-08-31,-9.44
Georgia,GEO,2020-09-30,-1.83
Georgia,GEO,2020-10-31,6.95
Georgia,GEO,2020-11-30,46.57
Georgia,GEO,2020-12-31,43
Germany,DEU,2020-01-05,-2.33
Germany,DEU,2020-01-12,-0.92
Germany,DEU,2020-01-19,-1.86
Germany,DEU,2020-01-26,-4.62
Germany,DEU,2020-02-02,-2.69
Germany,DEU,2020-02-09,-6.38
Germany,DEU,2020-02-16,-4.74
Germany,DEU,2020-02-23,-9.67
Germany,DEU,2020-03-01,-9.46
Germany,DEU,2020-03-08,-7.74
Germany,DEU,2020-03-15,-2.7
Germany,DEU,2020-03-22,0.96
Germany,DEU,2020-03-29,4.04
Germany,DEU,2020-04-05,11.71
Germany,DEU,2020-04-12,14.61
Germany,DEU,2020-04-19,11.03
Germany,DEU,2020-04-26,6.57
Germany,DEU,2020-05-03,5.57
Germany,DEU,2020-05-10,1.82
Germany,DEU,2020-05-17,0.77
Germany,DEU,2020-05-24,3.52
Germany,DEU,2020-05-31,-0.2
Germany,DEU,2020-06-07,4.94
Germany,DEU,2020-06-14,4.02
Germany,DEU,2020-06-21,-0.93
Germany,DEU,2020-06-28,4.42
Germany,DEU,2020-07-05,-0.03
Germany,DEU,2020-07-12,0.79
Germany,DEU,2020-07-19,-1.5
Germany,DEU,2020-07-26,-3.63
Germany,DEU,2020-08-02,0.46
Germany,DEU,2020-08-09,5.53
Germany,DEU,2020-08-16,20.78
Germany,DEU,2020-08-23,6.58
Germany,DEU,2020-08-30,1.16
Germany,DEU,2020-09-06,4.26
Germany,DEU,2020-09-13,5.08
Germany,DEU,2020-09-20,7.53
Germany,DEU,2020-09-27,4.73
Germany,DEU,2020-10-04,5.77
Germany,DEU,2020-10-11,0.44
Germany,DEU,2020-10-18,2.75
Germany,DEU,2020-10-25,8.33
Germany,DEU,2020-11-01,8.12
Germany,DEU,2020-11-08,7.99
Germany,DEU,2020-11-15,10.86
Germany,DEU,2020-11-22,12.38
Germany,DEU,2020-11-29,17.17
Germany,DEU,2020-12-06,21.55
Germany,DEU,2020-12-13,28.77
Germany,DEU,2020-12-20,30.26
Germany,DEU,2020-12-27,36.81
Germany,DEU,2021-01-03,36.27
Germany,DEU,2021-01-10,27.78
Germany,DEU,2021-01-17,24.25
Germany,DEU,2021-01-24,22.61
Germany,DEU,2021-01-31,13.3
Germany,DEU,2021-02-07,5.81
Germany,DEU,2021-02-14,2.18
Germany,DEU,2021-02-21,-1.81
Germany,DEU,2021-02-28,-10.61
Germany,DEU,2021-03-07,-15.25
Germany,DEU,2021-03-14,-13.36
Germany,DEU,2021-03-21,-11.19
Germany,DEU,2021-03-28,-6.56
Germany,DEU,2021-04-04,-2.67
Germany,DEU,2021-04-11,1.85
Germany,DEU,2021-04-18,8.01
Gibraltar,GIB,2020-01-31,8.28
Gibraltar,GIB,2020-02-29,1.5
Gibraltar,GIB,2020-03-31,5.26
Gibraltar,GIB,2020-04-30,0.96
Gibraltar,GIB,2020-05-31,-43.4
Gibraltar,GIB,2020-06-30,-21.57
Gibraltar,GIB,2020-07-31,29.21
Gibraltar,GIB,2020-08-31,1.85
Gibraltar,GIB,2020-09-30,0.88
Gibraltar,GIB,2020-10-31,11.61
Gibraltar,GIB,2020-11-30,32.65
Gibraltar,GIB,2020-12-31,-40.56
Gibraltar,GIB,2021-01-31,183.44
Greece,GRC,2020-01-05,-2.63
Greece,GRC,2020-01-12,-1.55
Greece,GRC,2020-01-19,0.91
Greece,GRC,2020-01-26,-0.41
Greece,GRC,2020-02-02,7.27
Greece,GRC,2020-02-09,6.41
Greece,GRC,2020-02-16,9.71
Greece,GRC,2020-02-23,-0.15
Greece,GRC,2020-03-01,2.65
Greece,GRC,2020-03-08,9.03
Greece,GRC,2020-03-15,8.26
Greece,GRC,2020-03-22,8.84
Greece,GRC,2020-03-29,5.94
Greece,GRC,2020-04-05,4.51
Greece,GRC,2020-04-12,2.13
Greece,GRC,2020-04-19,0.73
Greece,GRC,2020-04-26,-1.91
Greece,GRC,2020-05-03,1.44
Greece,GRC,2020-05-10,-1.83
Greece,GRC,2020-05-17,16
Greece,GRC,2020-05-24,12.63
Greece,GRC,2020-05-31,-12.01
Greece,GRC,2020-06-07,-3.48
Greece,GRC,2020-06-14,-2.22
Greece,GRC,2020-06-21,-1.3
Greece,GRC,2020-06-28,-8.3
Greece,GRC,2020-07-05,13.24
Greece,GRC,2020-07-12,2.15
Greece,GRC,2020-07-19,0.14
Greece,GRC,2020-07-26,-0.22
Greece,GRC,2020-08-02,17.39
Greece,GRC,2020-08-09,5.15
Greece,GRC,2020-08-16,4.55
Greece,GRC,2020-08-23,9.5
Greece,GRC,2020-08-30,6.6
Greece,GRC,2020-09-06,11.1
Greece,GRC,2020-09-13,10.68
Greece,GRC,2020-09-20,12.78
Greece,GRC,2020-09-27,7.71
Greece,GRC,2020-10-04,4.72
Greece,GRC,2020-10-11,3.63
Greece,GRC,2020-10-18,-0.96
Greece,GRC,2020-10-25,1.45
Greece,GRC,2020-11-01,7.89
Greece,GRC,2020-11-08,10.81
Greece,GRC,2020-11-15,22.13
Greece,GRC,2020-11-22,33.94
Greece,GRC,2020-11-29,39.47
Greece,GRC,2020-12-06,37.34
Greece,GRC,2020-12-13,26.69
Greece,GRC,2020-12-20,16.78
Greece,GRC,2020-12-27,5.64
Greece,GRC,2021-01-03,2.39
Greece,GRC,2021-01-10,-6.38
Greece,GRC,2021-01-17,-16.2
Greece,GRC,2021-01-24,-6.78
Greece,GRC,2021-01-31,-5.98
Greece,GRC,2021-02-07,-10.52
Greece,GRC,2021-02-14,-8.22
Greece,GRC,2021-02-21,-0.42
Greece,GRC,2021-02-28,7.73
Greenland,GRL,2020-01-31,-19.64
Greenland,GRL,2020-02-29,19.4
Greenland,GRL,2020-03-31,-8.33
Greenland,GRL,2020-04-30,-30.88
Greenland,GRL,2020-05-31,-17.84
Greenland,GRL,2020-06-30,16.11
Greenland,GRL,2020-07-31,-1.02
Greenland,GRL,2020-08-31,23.74
Greenland,GRL,2020-09-30,25.59
Greenland,GRL,2020-10-31,-7.51
Greenland,GRL,2020-11-30,27.12
Greenland,GRL,2020-12-31,29.87
Guatemala,GTM,2020-01-05,9.38
Guatemala,GTM,2020-01-12,2.11
Guatemala,GTM,2020-01-19,2.91
Guatemala,GTM,2020-01-26,3.04
Guatemala,GTM,2020-02-02,6.31
Guatemala,GTM,2020-02-09,2.98
Guatemala,GTM,2020-02-16,-0.01
Guatemala,GTM,2020-02-23,-3.95
Guatemala,GTM,2020-03-01,1.65
Guatemala,GTM,2020-03-08,-0.16
Guatemala,GTM,2020-03-15,-6.92
Guatemala,GTM,2020-03-22,-12.88
Guatemala,GTM,2020-03-29,-18.39
Guatemala,GTM,2020-04-05,-19.38
Guatemala,GTM,2020-04-12,-21.06
Guatemala,GTM,2020-04-19,-18.76
Guatemala,GTM,2020-04-26,-16.27
Guatemala,GTM,2020-05-03,-16.52
Guatemala,GTM,2020-05-10,-13.62
Guatemala,GTM,2020-05-17,-12.74
Guatemala,GTM,2020-05-24,-6.66
Guatemala,GTM,2020-05-31,2.5
Guatemala,GTM,2020-06-07,15.39
Guatemala,GTM,2020-06-14,22.94
Guatemala,GTM,2020-06-21,29.39
Guatemala,GTM,2020-06-28,44.73
Guatemala,GTM,2020-07-05,60.2
Guatemala,GTM,2020-07-12,82.8
Guatemala,GTM,2020-07-19,71.97
Guatemala,GTM,2020-07-26,66.28
Guatemala,GTM,2020-08-02,64.76
Guatemala,GTM,2020-08-09,47.66
Guatemala,GTM,2020-08-16,44.01
Guatemala,GTM,2020-08-23,34.48
Guatemala,GTM,2020-08-30,39.02
Guatemala,GTM,2020-09-06,29.43
Guatemala,GTM,2020-09-13,24.03
Guatemala,GTM,2020-09-20,21.47
Guatemala,GTM,2020-09-27,21.32
Guatemala,GTM,2020-10-04,10.54
Guatemala,GTM,2020-10-11,19.51
Guatemala,GTM,2020-10-18,14.79
Guatemala,GTM,2020-10-25,13.81
Guatemala,GTM,2020-11-01,16.81
Guatemala,GTM,2020-11-08,18.95
Guatemala,GTM,2020-11-15,17.3
Guatemala,GTM,2020-11-22,20.65
Guatemala,GTM,2020-11-29,22.18
Guatemala,GTM,2020-12-06,14.48
Guatemala,GTM,2020-12-13,17.74
Guatemala,GTM,2020-12-20,16.74
Guatemala,GTM,2020-12-27,13.03
Hong Kong,HKG,2020-01-31,-2.99
Hong Kong,HKG,2020-02-29,8.11
Hong Kong,HKG,2020-03-31,-15.41
Hong Kong,HKG,2020-04-30,-10.35
Hong Kong,HKG,2020-05-31,27.59
Hong Kong,HKG,2020-06-30,27.43
Hong Kong,HKG,2020-07-31,7.72
Hong Kong,HKG,2020-08-31,4.73
Hong Kong,HKG,2020-09-30,23.11
Hong Kong,HKG,2020-10-31,5.88
Hong Kong,HKG,2020-11-30,13.78
Hong Kong,HKG,2020-12-31,8.09
Hong Kong,HKG,2021-01-31,8.39
Hong Kong,HKG,2021-02-28,9.38
Hungary,HUN,2020-01-05,-9.58
Hungary,HUN,2020-01-12,-11.39
Hungary,HUN,2020-01-19,-11.71
Hungary,HUN,2020-01-26,-9.83
Hungary,HUN,2020-02-02,-8.38
Hungary,HUN,2020-02-09,-14.12
Hungary,HUN,2020-02-16,-7.82
Hungary,HUN,2020-02-23,-12.51
Hungary,HUN,2020-03-01,-3.86
Hungary,HUN,2020-03-08,-7.36
Hungary,HUN,2020-03-15,-4.88
Hungary,HUN,2020-03-22,6.29
Hungary,HUN,2020-03-29,-0.02
Hungary,HUN,2020-04-05,0.57
Hungary,HUN,2020-04-12,3.79
